filename,path,width,height,class,xmin,ymin,xmax,ymax
4179.jpg,UECFOOD256/42/4179.jpg,104,78,jiaozi,21,0,104,62
1139.jpg,UECFOOD256/12/1139.jpg,230,230,toast,23,40,207,218
12962.jpg,UECFOOD256/98/12962.jpg,240,320,french fries,18,35,197,305
12157.jpg,UECFOOD256/92/12157.jpg,800,600,beef bowl,0,66,460,488
153432.jpg,UECFOOD256/162/153432.jpg,577,433,apple pie,9,46,555,420
174802.jpg,UECFOOD256/178/174802.jpg,500,378,glutinous oil rice,21,29,475,322
182134.jpg,UECFOOD256/194/182134.jpg,500,500,stewed pork leg,23,41,487,462
189629.jpg,UECFOOD256/134/189629.jpg,480,480,broiled eel bowl,19,22,454,450
1912.jpg,UECFOOD256/20/1912.jpg,800,600,udon noodle,143,156,631,574
11909.jpg,UECFOOD256/87/11909.jpg,600,450,green salad,6,90,593,420
13819.jpg,UECFOOD256/36/13819.jpg,800,600,miso soup,50,15,335,285
141474.jpg,UECFOOD256/202/141474.jpg,577,432,Chicken Rice Curry With Coconut,5,5,571,424
2503.jpg,UECFOOD256/26/2503.jpg,400,300,fried noodle,0,20,400,300
186436.jpg,UECFOOD256/127/186436.jpg,577,433,fine white noodles,25,39,562,422
140157.jpg,UECFOOD256/204/140157.jpg,578,431,Egg Noodle In Chicken Yellow Curry,1,120,406,420
6476.jpg,UECFOOD256/64/6476.jpg,640,480,spicy chili-flavored tofu,128,0,640,480
324652.jpg,UECFOOD256/245/324652.jpg,577,433,crullers,19,41,567,355
1583.jpg,UECFOOD256/16/1583.jpg,300,199,chip butty,0,0,300,199
324516.jpg,UECFOOD256/245/324516.jpg,478,366,crullers,50,4,374,359
7644.jpg,UECFOOD256/72/7644.jpg,227,191,chilled noodle,0,0,227,191
59822.jpg,UECFOOD256/175/59822.jpg,381,500,minced pork rice,36,58,358,454
174637.jpg,UECFOOD256/176/174637.jpg,612,407,fish ball soup,42,25,541,390
15560.jpg,UECFOOD256/91/15560.jpg,600,450,chinese soup,276,272,490,450
315195.jpg,UECFOOD256/198/315195.jpg,500,500,Barbecued red pork in sauce with rice,28,8,476,477
210084.jpg,UECFOOD256/188/210084.jpg,500,375,beef in oyster sauce,57,57,476,300
335626.jpg,UECFOOD256/252/335626.jpg,478,455,winter melon soup,44,94,425,384
2834.jpg,UECFOOD256/29/2834.jpg,220,164,takoyaki,0,31,220,146
956.jpg,UECFOOD256/36/956.jpg,256,176,miso soup,0,1,61,69
103255.jpg,UECFOOD256/138/103255.jpg,557,448,inarizushi,13,20,527,431
11554.jpg,UECFOOD256/55/11554.jpg,480,360,fried chicken,36,43,468,309
4248.jpg,UECFOOD256/43/4248.jpg,780,520,stew,0,77,779,520
13588.jpg,UECFOOD256/134/13588.jpg,578,432,broiled eel bowl,3,7,570,412
154309.jpg,UECFOOD256/163/154309.jpg,400,623,parfait,36,20,342,599
12726.jpg,UECFOOD256/95/12726.jpg,800,628,pizza toast,28,20,795,612
224459.jpg,UECFOOD256/225/224459.jpg,612,408,churro,40,15,550,392
11715.jpg,UECFOOD256/124/11715.jpg,470,353,samul,10,19,468,307
252295.jpg,UECFOOD256/210/252295.jpg,350,233,Steamed rice roll,40,2,341,194
1160.jpg,UECFOOD256/12/1160.jpg,250,188,toast,7,0,250,171
9839.jpg,UECFOOD256/113/9839.jpg,600,399,yellow curry,13,11,586,387
155483.jpg,UECFOOD256/167/155483.jpg,577,433,roast duck,19,12,555,420
259909.jpg,UECFOOD256/241/259909.jpg,500,500,curry puff,15,31,476,458
10918.jpg,UECFOOD256/14/10918.jpg,360,480,roll bread,0,136,360,432
6112.jpg,UECFOOD256/61/6112.jpg,300,225,steak,63,93,249,172
11440.jpg,UECFOOD256/1/11440.jpg,480,270,rice,63,3,372,270
177428.jpg,UECFOOD256/177/177428.jpg,577,433,oyster omelette,10,7,569,425
4683.jpg,UECFOOD256/47/4683.jpg,400,300,salmon meuniere,88,76,400,230
697.jpg,UECFOOD256/7/697.jpg,400,300,sushi,18,129,330,199
181637.jpg,UECFOOD256/196/181637.jpg,500,375,fried mussel pancakes,12,7,498,368
102254.jpg,UECFOOD256/148/102254.jpg,577,433,tacos,7,12,571,422
7443.jpg,UECFOOD256/70/7443.jpg,448,299,cold tofu,118,19,361,262
181143.jpg,UECFOOD256/203/181143.jpg,500,500,Crispy Noodles,20,66,479,485
2647.jpg,UECFOOD256/27/2647.jpg,800,600,spaghetti,91,159,685,581
6483.jpg,UECFOOD256/64/6483.jpg,450,350,spicy chili-flavored tofu,0,0,450,350
6182.jpg,UECFOOD256/61/6182.jpg,240,160,steak,52,41,204,124
52314.jpg,UECFOOD256/167/52314.jpg,610,409,roast duck,26,30,602,390
219243.jpg,UECFOOD256/191/219243.jpg,577,433,noodles with fish curry,10,7,569,413
899.jpg,UECFOOD256/9/899.jpg,640,480,fried rice,54,77,562,429
13999.jpg,UECFOOD256/36/13999.jpg,800,400,miso soup,253,16,421,120
262072.jpg,UECFOOD256/224/262072.jpg,577,433,brownie,9,10,564,416
177087.jpg,UECFOOD256/175/177087.jpg,577,433,minced pork rice,43,70,528,429
41469.jpg,UECFOOD256/152/41469.jpg,500,500,rice gratin,40,41,475,441
150075.jpg,UECFOOD256/158/150075.jpg,500,500,muffin,6,10,498,485
79135.jpg,UECFOOD256/116/79135.jpg,612,407,crape,45,28,590,393
15297.jpg,UECFOOD256/23/15297.jpg,600,450,ramen noodle,8,0,590,450
14725.jpg,UECFOOD256/23/14725.jpg,320,240,ramen noodle,146,63,320,210
6247.jpg,UECFOOD256/62/6247.jpg,460,345,dried fish,0,0,460,285
321002.jpg,UECFOOD256/207/321002.jpg,500,500,Hue beef rice vermicelli soup,6,77,487,452
2401.jpg,UECFOOD256/25/2401.jpg,150,150,tensin noodle,3,19,150,147
200868.jpg,UECFOOD256/190/200868.jpg,612,407,spicy chicken salad,45,15,589,391
295982.jpg,UECFOOD256/227/295982.jpg,500,500,nasi goreng,75,35,479,427
299037.jpg,UECFOOD256/227/299037.jpg,500,500,nasi goreng,9,16,478,452
2021.jpg,UECFOOD256/21/2021.jpg,640,480,tempura udon,60,16,618,442
177399.jpg,UECFOOD256/191/177399.jpg,400,300,noodles with fish curry,12,5,390,293
5704.jpg,UECFOOD256/57/5704.jpg,280,373,nanbanzuke,29,73,269,266
15280.jpg,UECFOOD256/2/15280.jpg,600,356,eels on rice,123,21,540,326
4671.jpg,UECFOOD256/47/4671.jpg,480,322,salmon meuniere,12,84,433,274
312371.jpg,UECFOOD256/200/312371.jpg,500,500,Rice crispy pork,28,31,467,485
93407.jpg,UECFOOD256/150/93407.jpg,500,500,meat loaf,7,60,234,236
4676.jpg,UECFOOD256/47/4676.jpg,536,522,salmon meuniere,99,73,469,426
335879.jpg,UECFOOD256/251/335879.jpg,511,340,braised pork meat ball with napa cabbage,19,25,435,324
170335.jpg,UECFOOD256/172/170335.jpg,577,433,custard tart,140,101,450,369
3201.jpg,UECFOOD256/33/3201.jpg,384,288,grilled eggplant,0,0,384,288
339188.jpg,UECFOOD256/246/339188.jpg,500,381,eggplant with garlic sauce,32,33,490,352
6183.jpg,UECFOOD256/111/6183.jpg,577,433,tanmen,41,27,540,402
199530.jpg,UECFOOD256/157/199530.jpg,375,500,oshiruko,5,70,336,339
307140.jpg,UECFOOD256/183/307140.jpg,500,500,Sour prawn soup,23,29,471,472
12330.jpg,UECFOOD256/91/12330.jpg,320,240,chinese soup,0,9,290,213
12646.jpg,UECFOOD256/99/12646.jpg,448,336,mixed rice,0,28,434,308
205536.jpg,UECFOOD256/211/205536.jpg,640,360,Shrimp patties,22,9,618,355
242210.jpg,UECFOOD256/201/242210.jpg,577,433,Wonton soup,97,48,506,395
145743.jpg,UECFOOD256/154/145743.jpg,433,577,Caesar salad,6,105,423,562
428.jpg,UECFOOD256/5/428.jpg,218,198,pork cutlet on rice,0,0,218,198
334796.jpg,UECFOOD256/248/334796.jpg,612,408,bean curd family style,40,23,560,372
236456.jpg,UECFOOD256/232/236456.jpg,614,406,laksa,44,76,562,356
14876.jpg,UECFOOD256/72/14876.jpg,640,480,chilled noodle,10,70,380,440
8566.jpg,UECFOOD256/81/8566.jpg,384,288,steamed meat dumpling,96,46,269,221
103646.jpg,UECFOOD256/151/103646.jpg,300,389,scrambled egg,15,22,299,351
24140.jpg,UECFOOD256/131/24140.jpg,500,500,namero,1,2,498,493
805.jpg,UECFOOD256/9/805.jpg,280,210,fried rice,0,0,280,210
7492.jpg,UECFOOD256/70/7492.jpg,280,210,cold tofu,54,0,201,151
67042.jpg,UECFOOD256/102/67042.jpg,500,375,okinawa soba,17,9,492,356
1400.jpg,UECFOOD256/15/1400.jpg,200,227,raisin bread,0,0,200,217
242931.jpg,UECFOOD256/237/242931.jpg,559,446,nasi uduk,15,9,545,429
173389.jpg,UECFOOD256/176/173389.jpg,500,375,fish ball soup,121,65,410,265
300315.jpg,UECFOOD256/224/300315.jpg,433,577,brownie,29,19,399,552
136037.jpg,UECFOOD256/205/136037.jpg,550,413,coconut milk soup,27,41,510,400
14715.jpg,UECFOOD256/28/14715.jpg,320,180,Japanese-style pancake,17,4,306,178
83638.jpg,UECFOOD256/136/83638.jpg,500,375,yudofu,51,12,459,367
45.jpg,UECFOOD256/1/45.jpg,500,375,rice,43,16,400,353
69576.jpg,UECFOOD256/101/69576.jpg,500,500,green curry,3,4,496,495
7182.jpg,UECFOOD256/68/7182.jpg,450,299,egg sunny-side up,0,10,448,299
16749.jpg,UECFOOD256/72/16749.jpg,640,480,chilled noodle,28,2,626,480
238029.jpg,UECFOOD256/229/238029.jpg,342,351,ayam bakar,11,13,308,334
134540.jpg,UECFOOD256/164/134540.jpg,450,337,fried pork in scoop,12,40,437,328
162330.jpg,UECFOOD256/206/162330.jpg,610,409,pho,20,28,575,393
81267.jpg,UECFOOD256/130/81267.jpg,500,375,chicken nugget,151,67,429,343
92830.jpg,UECFOOD256/151/92830.jpg,612,408,scrambled egg,95,39,569,387
37623.jpg,UECFOOD256/150/37623.jpg,433,577,meat loaf,11,9,319,195
7419.jpg,UECFOOD256/69/7419.jpg,500,332,natto,116,49,415,239
327820.jpg,UECFOOD256/247/327820.jpg,496,503,three cup chicken,13,140,460,477
331532.jpg,UECFOOD256/254/331532.jpg,438,330,chinese pumpkin pie,28,22,403,303
1787.jpg,UECFOOD256/18/1787.jpg,205,154,pizza,14,0,205,133
6190.jpg,UECFOOD256/62/6190.jpg,800,600,dried fish,24,0,736,536
280726.jpg,UECFOOD256/230/280726.jpg,500,500,bubur ayam,17,37,490,458
7493.jpg,UECFOOD256/70/7493.jpg,375,500,cold tofu,70,240,316,500
244061.jpg,UECFOOD256/202/244061.jpg,612,407,Chicken Rice Curry With Coconut,3,8,590,398
9676.jpg,UECFOOD256/116/9676.jpg,433,577,crape,17,64,418,408
59828.jpg,UECFOOD256/175/59828.jpg,611,408,minced pork rice,57,39,540,385
100353.jpg,UECFOOD256/153/100353.jpg,578,432,lasagna,14,36,561,412
71.jpg,UECFOOD256/1/71.jpg,800,600,rice,47,0,800,600
52966.jpg,UECFOOD256/156/52966.jpg,500,500,fried pork dumplings served in soup,21,20,485,481
45980.jpg,UECFOOD256/166/45980.jpg,384,512,"dish consisting of stir-fried potato, eggplant and green pepper",7,25,369,462
223120.jpg,UECFOOD256/221/223120.jpg,433,577,oxtail soup,24,48,416,507
237919.jpg,UECFOOD256/223/237919.jpg,500,375,lumpia,15,23,467,354
214018.jpg,UECFOOD256/215/214018.jpg,577,433,Glutinous Rice Balls,5,3,573,398
2680.jpg,UECFOOD256/84/2680.jpg,600,450,spaghetti meat sauce,90,100,490,334
331457.jpg,UECFOOD256/253/331457.jpg,400,300,steamed spareribs,7,16,397,275
188784.jpg,UECFOOD256/133/188784.jpg,433,577,rice gruel,36,151,430,476
281087.jpg,UECFOOD256/222/281087.jpg,433,577,adobo,12,98,423,555
157400.jpg,UECFOOD256/169/157400.jpg,433,577,pork belly,18,81,412,502
187442.jpg,UECFOOD256/131/187442.jpg,577,433,namero,165,63,495,387
5179.jpg,UECFOOD256/51/5179.jpg,450,338,sweet and sour pork,0,0,439,338
5149.jpg,UECFOOD256/91/5149.jpg,320,240,chinese soup,254,0,320,26
247307.jpg,UECFOOD256/209/247307.jpg,612,407,Fried spring rolls,28,132,581,384
26259.jpg,UECFOOD256/144/26259.jpg,577,433,thinly sliced raw horsemeat,46,61,542,340
6509.jpg,UECFOOD256/102/6509.jpg,433,577,okinawa soba,4,33,431,516
191782.jpg,UECFOOD256/137/191782.jpg,500,375,mozuku,20,25,487,362
183404.jpg,UECFOOD256/109/183404.jpg,612,408,rice vermicelli,34,15,571,379
326707.jpg,UECFOOD256/243/326707.jpg,576,433,zha jiang mian,25,41,554,404
53698.jpg,UECFOOD256/165/53698.jpg,500,333,lamb kebabs,4,12,448,305
6165.jpg,UECFOOD256/61/6165.jpg,350,190,steak,98,45,267,138
13188.jpg,UECFOOD256/100/13188.jpg,640,480,goya chanpuru,0,32,640,480
259109.jpg,UECFOOD256/216/259109.jpg,288,352,loco moco,7,35,285,337
178354.jpg,UECFOOD256/180/178354.jpg,612,408,stinky tofu,32,5,600,402
5100.jpg,UECFOOD256/51/5100.jpg,416,316,sweet and sour pork,3,23,406,293
12714.jpg,UECFOOD256/95/12714.jpg,448,336,pizza toast,0,11,395,336
5868.jpg,UECFOOD256/58/5868.jpg,384,288,boiled fish,3,65,328,222
195809.jpg,UECFOOD256/142/195809.jpg,500,500,ham cutlet,28,10,478,481
258374.jpg,UECFOOD256/241/258374.jpg,577,433,curry puff,52,14,524,400
44420.jpg,UECFOOD256/145/44420.jpg,612,408,bagel,9,3,600,404
16111.jpg,UECFOOD256/112/16111.jpg,500,500,kushikatu,15,16,489,485
174403.jpg,UECFOOD256/179/174403.jpg,500,500,trunip pudding,84,22,471,466
537.jpg,UECFOOD256/6/537.jpg,300,300,beef curry,0,0,300,300
172989.jpg,UECFOOD256/185/172989.jpg,241,400,"boned, sliced Hainan-style chicken with marinated rice",9,75,233,355
38251.jpg,UECFOOD256/168/38251.jpg,500,500,hot pot,20,89,485,462
50169.jpg,UECFOOD256/163/50169.jpg,433,577,parfait,14,28,395,528
3230.jpg,UECFOOD256/33/3230.jpg,800,600,grilled eggplant,0,35,800,583
140826.jpg,UECFOOD256/147/140826.jpg,432,578,tortilla,9,132,415,527
267981.jpg,UECFOOD256/220/267981.jpg,400,400,spam musubi,2,8,383,370
56811.jpg,UECFOOD256/178/56811.jpg,577,432,glutinous oil rice,12,25,513,401
4051.jpg,UECFOOD256/41/4051.jpg,180,135,ganmodoki,4,28,173,128
14542.jpg,UECFOOD256/29/14542.jpg,600,800,takoyaki,0,11,591,788
265410.jpg,UECFOOD256/187/265410.jpg,577,433,stir-fried mixed vegetables,12,41,544,425
80182.jpg,UECFOOD256/118/80182.jpg,500,500,waffle,87,125,390,404
329272.jpg,UECFOOD256/246/329272.jpg,537,464,eggplant with garlic sauce,10,46,520,429
183833.jpg,UECFOOD256/111/183833.jpg,640,359,tanmen,48,7,590,351
2282.jpg,UECFOOD256/101/2282.jpg,500,500,green curry,12,112,495,429
97254.jpg,UECFOOD256/130/97254.jpg,400,266,chicken nugget,72,4,393,251
92585.jpg,UECFOOD256/150/92585.jpg,432,578,meat loaf,1,49,300,213
4004.jpg,UECFOOD256/69/4004.jpg,231,173,natto,0,23,38,71
184739.jpg,UECFOOD256/124/184739.jpg,499,281,samul,60,14,456,265
323588.jpg,UECFOOD256/243/323588.jpg,447,486,zha jiang mian,9,85,442,400
173119.jpg,UECFOOD256/171/173119.jpg,300,451,moon cake,30,110,247,355
13095.jpg,UECFOOD256/128/13095.jpg,600,337,minestrone,61,9,566,321
309964.jpg,UECFOOD256/189/309964.jpg,500,500,pork satay,9,12,490,483
220630.jpg,UECFOOD256/191/220630.jpg,577,433,noodles with fish curry,28,10,542,404
253428.jpg,UECFOOD256/239/253428.jpg,577,433,kaya toast,23,82,548,384
187151.jpg,UECFOOD256/125/187151.jpg,500,500,zoni,7,54,495,468
331255.jpg,UECFOOD256/253/331255.jpg,408,611,steamed spareribs,22,196,341,476
5001.jpg,UECFOOD256/50/5001.jpg,288,352,sukiyaki,0,28,288,299
1752.jpg,UECFOOD256/18/1752.jpg,178,120,pizza,0,0,178,120
3838.jpg,UECFOOD256/39/3838.jpg,800,600,oden,154,68,750,452
79525.jpg,UECFOOD256/120/79525.jpg,407,613,shortcake,2,153,361,544
5206.jpg,UECFOOD256/109/5206.jpg,609,410,rice vermicelli,28,8,559,372
100310.jpg,UECFOOD256/153/100310.jpg,612,408,lasagna,17,15,598,387
39727.jpg,UECFOOD256/152/39727.jpg,407,612,rice gratin,27,117,393,545
163363.jpg,UECFOOD256/213/163363.jpg,407,613,Coconut milk-flavored crepes with shrimp and beef,3,43,403,595
76650.jpg,UECFOOD256/132/76650.jpg,577,433,french bread,3,5,573,420
452.jpg,UECFOOD256/5/452.jpg,400,240,pork cutlet on rice,58,23,342,240
2272.jpg,UECFOOD256/23/2272.jpg,408,306,ramen noodle,36,29,379,269
188252.jpg,UECFOOD256/133/188252.jpg,400,533,rice gruel,18,157,380,393
104993.jpg,UECFOOD256/162/104993.jpg,500,375,apple pie,51,6,485,346
150755.jpg,UECFOOD256/159/150755.jpg,577,433,popcorn,5,5,551,418
170975.jpg,UECFOOD256/173/170975.jpg,577,433,beef noodle soup,19,48,503,400
3980.jpg,UECFOOD256/40/3980.jpg,501,371,omelet,34,132,499,352
236232.jpg,UECFOOD256/223/236232.jpg,577,433,lumpia,46,14,515,393
80163.jpg,UECFOOD256/123/80163.jpg,577,433,mushroom risotto,119,106,459,359
268868.jpg,UECFOOD256/214/268868.jpg,600,385,Small steamed savory rice pancake,7,4,594,372
2793.jpg,UECFOOD256/29/2793.jpg,299,176,takoyaki,0,0,261,160
152970.jpg,UECFOOD256/161/152970.jpg,500,500,doughnut,45,91,414,422
201715.jpg,UECFOOD256/199/201715.jpg,500,500,Rice with roast duck,17,35,485,470
330469.jpg,UECFOOD256/253/330469.jpg,577,433,steamed spareribs,68,66,476,395
5783.jpg,UECFOOD256/106/5783.jpg,433,577,dak galbi,13,21,427,543
5827.jpg,UECFOOD256/58/5827.jpg,426,285,boiled fish,71,110,344,215
12039.jpg,UECFOOD256/88/12039.jpg,640,480,macaroni salad,0,8,636,464
9796.jpg,UECFOOD256/107/9796.jpg,433,577,dry curry,62,115,397,504
330063.jpg,UECFOOD256/249/330063.jpg,399,266,salt & pepper fried shrimp with shell,11,12,356,261
16698.jpg,UECFOOD256/23/16698.jpg,640,480,ramen noodle,204,26,640,380
74669.jpg,UECFOOD256/106/74669.jpg,500,500,dak galbi,12,91,478,462
7806.jpg,UECFOOD256/73/7806.jpg,400,301,stir-fried beef and peppers,0,0,400,301
4908.jpg,UECFOOD256/49/4908.jpg,200,150,grilled pacific saury,1,73,177,148
183893.jpg,UECFOOD256/111/183893.jpg,577,433,tanmen,48,21,539,420
5485.jpg,UECFOOD256/54/5485.jpg,500,375,tempura,47,2,393,375
10858.jpg,UECFOOD256/107/10858.jpg,500,375,dry curry,64,29,431,331
3282.jpg,UECFOOD256/33/3282.jpg,450,337,grilled eggplant,68,0,450,337
188851.jpg,UECFOOD256/133/188851.jpg,500,500,rice gruel,31,37,482,477
319458.jpg,UECFOOD256/233/319458.jpg,577,433,mie ayam,66,32,490,411
63617.jpg,UECFOOD256/193/63617.jpg,500,328,Pork with lemon,45,13,482,307
258.jpg,UECFOOD256/3/258.jpg,250,200,pilaf,0,28,250,200
57932.jpg,UECFOOD256/178/57932.jpg,612,407,glutinous oil rice,110,32,531,359
4720.jpg,UECFOOD256/48/4720.jpg,500,375,sashimi,0,0,500,375
12399.jpg,UECFOOD256/92/12399.jpg,640,480,beef bowl,118,112,396,340
115215.jpg,UECFOOD256/168/115215.jpg,433,577,hot pot,5,93,422,531
7287.jpg,UECFOOD256/68/7287.jpg,400,300,egg sunny-side up,34,0,380,289
36775.jpg,UECFOOD256/142/36775.jpg,360,480,ham cutlet,3,48,358,464
90558.jpg,UECFOOD256/150/90558.jpg,577,433,meat loaf,8,24,309,194
22331.jpg,UECFOOD256/117/22331.jpg,612,408,tiramisu,21,8,535,404
9056.jpg,UECFOOD256/1/9056.jpg,480,640,rice,17,121,465,501
5396.jpg,UECFOOD256/54/5396.jpg,800,600,tempura,72,44,744,572
2203.jpg,UECFOOD256/23/2203.jpg,640,480,ramen noodle,34,0,617,477
26386.jpg,UECFOOD256/144/26386.jpg,577,433,thinly sliced raw horsemeat,104,61,562,369
11558.jpg,UECFOOD256/94/11558.jpg,360,480,rice ball,0,13,343,348
136059.jpg,UECFOOD256/205/136059.jpg,632,395,coconut milk soup,84,34,612,386
211722.jpg,UECFOOD256/213/211722.jpg,612,407,Coconut milk-flavored crepes with shrimp and beef,26,18,529,361
4401.jpg,UECFOOD256/45/4401.jpg,400,300,fried fish,65,188,361,286
8057.jpg,UECFOOD256/76/8057.jpg,340,340,sashimi bowl,8,17,326,332
4602.jpg,UECFOOD256/47/4602.jpg,270,220,salmon meuniere,0,66,270,192
71924.jpg,UECFOOD256/113/71924.jpg,577,433,yellow curry,7,5,564,425
7347.jpg,UECFOOD256/69/7347.jpg,660,439,natto,262,10,487,261
6852.jpg,UECFOOD256/68/6852.jpg,500,375,egg sunny-side up,171,15,460,230
65866.jpg,UECFOOD256/200/65866.jpg,433,577,Rice crispy pork,13,45,400,555
3115.jpg,UECFOOD256/32/3115.jpg,250,166,croquette,13,15,223,149
255801.jpg,UECFOOD256/238/255801.jpg,612,408,babi guling,32,39,487,380
187403.jpg,UECFOOD256/131/187403.jpg,640,360,namero,200,10,570,337
9304.jpg,UECFOOD256/15/9304.jpg,480,360,raisin bread,75,37,370,322
7807.jpg,UECFOOD256/119/7807.jpg,578,432,rare cheese cake,21,19,570,414
146196.jpg,UECFOOD256/155/146196.jpg,640,360,oatmeal,20,10,598,337
216793.jpg,UECFOOD256/190/216793.jpg,408,612,spicy chicken salad,35,40,390,545
6782.jpg,UECFOOD256/67/6782.jpg,320,240,omelet,62,16,302,222
97947.jpg,UECFOOD256/117/97947.jpg,623,400,tiramisu,1,11,619,393
14807.jpg,UECFOOD256/21/14807.jpg,800,450,tempura udon,30,0,658,450
15191.jpg,UECFOOD256/91/15191.jpg,600,356,chinese soup,363,104,532,260
13109.jpg,UECFOOD256/100/13109.jpg,560,360,goya chanpuru,0,16,560,360
7803.jpg,UECFOOD256/73/7803.jpg,300,225,stir-fried beef and peppers,0,0,300,225
241775.jpg,UECFOOD256/237/241775.jpg,500,500,nasi uduk,14,31,470,483
125533.jpg,UECFOOD256/203/125533.jpg,500,500,Crispy Noodles,14,20,482,462
103021.jpg,UECFOOD256/138/103021.jpg,300,312,inarizushi,10,32,283,267
12458.jpg,UECFOOD256/92/12458.jpg,588,460,beef bowl,0,0,588,460
2459.jpg,UECFOOD256/25/2459.jpg,308,231,tensin noodle,26,14,278,231
198499.jpg,UECFOOD256/140/198499.jpg,577,433,pork fillet cutlet,28,144,567,427
185147.jpg,UECFOOD256/124/185147.jpg,500,375,samul,29,17,409,350
108403.jpg,UECFOOD256/165/108403.jpg,577,433,lamb kebabs,25,63,558,395
132996.jpg,UECFOOD256/196/132996.jpg,500,500,fried mussel pancakes,7,29,493,481
6761.jpg,UECFOOD256/67/6761.jpg,347,274,omelet,70,41,282,231
135181.jpg,UECFOOD256/190/135181.jpg,400,304,spicy chicken salad,23,13,370,288
210770.jpg,UECFOOD256/188/210770.jpg,610,409,beef in oyster sauce,13,10,562,393
314427.jpg,UECFOOD256/198/314427.jpg,500,500,Barbecued red pork in sauce with rice,23,25,487,470
108743.jpg,UECFOOD256/162/108743.jpg,577,433,apple pie,46,36,499,409
2504.jpg,UECFOOD256/26/2504.jpg,260,182,fried noodle,0,0,260,182
182790.jpg,UECFOOD256/107/182790.jpg,500,500,dry curry,3,85,498,397
188022.jpg,UECFOOD256/129/188022.jpg,577,433,pot au feu,37,28,540,420
47899.jpg,UECFOOD256/164/47899.jpg,447,559,fried pork in scoop,19,41,430,491
1274.jpg,UECFOOD256/13/1274.jpg,200,150,croissant,68,62,187,150
12405.jpg,UECFOOD256/92/12405.jpg,500,333,beef bowl,153,40,492,269
3526.jpg,UECFOOD256/36/3526.jpg,230,165,miso soup,0,0,230,165
2387.jpg,UECFOOD256/24/2387.jpg,380,285,beef noodle,0,44,375,282
14510.jpg,UECFOOD256/91/14510.jpg,640,480,chinese soup,378,180,638,454
5995.jpg,UECFOOD256/60/5995.jpg,800,600,hambarg steak,139,194,638,497
326182.jpg,UECFOOD256/244/326182.jpg,577,433,kung pao chicken,14,19,562,429
258680.jpg,UECFOOD256/241/258680.jpg,432,500,curry puff,4,22,415,493
1210.jpg,UECFOOD256/13/1210.jpg,200,150,croissant,15,14,185,130
107909.jpg,UECFOOD256/162/107909.jpg,450,300,apple pie,14,8,420,290
123265.jpg,UECFOOD256/170/123265.jpg,500,500,xiao long bao,7,37,473,479
44337.jpg,UECFOOD256/163/44337.jpg,374,500,parfait,53,45,336,437
13177.jpg,UECFOOD256/100/13177.jpg,200,150,goya chanpuru,2,0,200,146
186540.jpg,UECFOOD256/125/186540.jpg,500,500,zoni,21,35,479,445
695.jpg,UECFOOD256/7/695.jpg,260,158,sushi,45,14,224,151
206514.jpg,UECFOOD256/212/206514.jpg,574,435,ball shaped bun with pork,87,87,514,387
81.jpg,UECFOOD256/89/81.jpg,640,480,Japanese tofu and vegetable chowder,341,156,632,404
3856.jpg,UECFOOD256/39/3856.jpg,500,374,oden,90,54,375,326
337778.jpg,UECFOOD256/255/337778.jpg,433,577,eight treasure rice,10,170,423,555
5214.jpg,UECFOOD256/52/5214.jpg,450,338,lightly roasted fish,3,1,450,313
12142.jpg,UECFOOD256/92/12142.jpg,400,300,beef bowl,0,17,249,250
6565.jpg,UECFOOD256/65/6565.jpg,200,150,yakitori,15,48,200,145
332459.jpg,UECFOOD256/248/332459.jpg,440,330,bean curd family style,13,24,353,275
190929.jpg,UECFOOD256/135/190929.jpg,500,500,clear soup,4,4,496,493
13788.jpg,UECFOOD256/87/13788.jpg,640,480,green salad,118,86,300,200
21064.jpg,UECFOOD256/129/21064.jpg,577,433,pot au feu,21,10,558,411
2582.jpg,UECFOOD256/26/2582.jpg,320,240,fried noodle,0,0,320,240
15203.jpg,UECFOOD256/36/15203.jpg,600,360,miso soup,26,27,251,274
12511.jpg,UECFOOD256/94/12511.jpg,800,605,rice ball,111,11,451,482
140764.jpg,UECFOOD256/147/140764.jpg,500,500,tortilla,46,25,432,485
7330.jpg,UECFOOD256/69/7330.jpg,459,335,natto,0,24,459,329
5227.jpg,UECFOOD256/52/5227.jpg,448,336,lightly roasted fish,67,49,388,261
164513.jpg,UECFOOD256/182/164513.jpg,500,375,khao soi,87,68,401,356
14835.jpg,UECFOOD256/36/14835.jpg,640,480,miso soup,376,282,570,462
180204.jpg,UECFOOD256/189/180204.jpg,375,500,pork satay,25,20,359,479
177295.jpg,UECFOOD256/180/177295.jpg,577,433,stinky tofu,10,7,564,425
273682.jpg,UECFOOD256/218/273682.jpg,433,577,malasada,14,26,415,555
5878.jpg,UECFOOD256/58/5878.jpg,350,263,boiled fish,70,26,284,185
14854.jpg,UECFOOD256/94/14854.jpg,240,320,rice ball,24,224,90,286
216293.jpg,UECFOOD256/209/216293.jpg,612,408,Fried spring rolls,22,10,533,389
67734.jpg,UECFOOD256/102/67734.jpg,500,343,okinawa soba,15,7,496,328
7489.jpg,UECFOOD256/70/7489.jpg,640,480,cold tofu,157,30,557,460
133216.jpg,UECFOOD256/199/133216.jpg,612,408,Rice with roast duck,91,79,537,370
284575.jpg,UECFOOD256/222/284575.jpg,500,500,adobo,10,27,476,472
